Date,Product Type,Status,Total Order,Total GMV
12/03/2016,e-money,refund,"47,631","731,974"
13/03/2016,e-money,refund,"17,974","187,591"
14/03/2016,e-money,refund,"42,132","744,358"
15/03/2016,e-money,refund,"28,741","284,280"
16/03/2016,e-money,refund,"48,005","397,687"
17/03/2016,e-money,refund,"32,449","394,151"
18/03/2016,e-money,refund,"15,635","202,035"
19/03/2016,e-money,refund,"1,946","26,037"
20/03/2016,e-money,refund,"69,190","657,602"
21/03/2016,e-money,refund,"57,795","1,004,112"
22/03/2016,e-money,refund,"8,111","58,812"
23/03/2016,e-money,refund,"54,090","731,377"
24/03/2016,e-money,refund,"2,084","17,459"
25/03/2016,e-money,refund,"54,667","752,917"
26/03/2016,e-money,refund,"52,242","746,632"
27/03/2016,e-money,refund,"1,340","12,348"
28/03/2016,e-money,refund,"56,630","999,712"
29/03/2016,e-money,refund,"52,332","507,086"
30/03/2016,electricity,refund,"25,573","232,156"
31/03/2016,electricity,refund,"34,849","137,284"
01/04/2016,electricity,refund,"69,334","423,797"
01/01/2016,electricity,refund,"33,416","125,797"
02/01/2016,electricity,refund,"51,637","167,350"
03/01/2016,electricity,refund,"62,381","212,064"
04/01/2016,electricity,refund,"8,250","25,525"
05/01/2016,electricity,refund,"58,974","448,927"
06/01/2016,electricity,refund,"52,740","482,170"
07/01/2016,electricity,refund,"43,991","286,838"
08/01/2016,electricity,refund,"62,907","548,486"
09/01/2016,electricity,refund,"23,607","47,908"
10/01/2016,electricity,refund,"61,530","566,562"
11/01/2016,electricity,refund,"32,700","285,830"
12/01/2016,electricity,refund,"28,403","122,343"
13/01/2016,electricity,refund,"61,021","207,062"
14/01/2016,electricity,refund,"13,057","121,328"
15/01/2016,electricity,refund,"17,834","160,209"
16/01/2016,electricity,refund,"66,621","273,172"
17/01/2016,electricity,refund,"1,302","5,709"
18/01/2016,electricity,refund,153,"1,499"
19/01/2016,electricity,refund,"60,327","168,879"
20/01/2016,electricity,refund,"24,369","87,404"
21/01/2016,electricity,refund,"50,906","209,289"
22/01/2016,electricity,refund,"3,770","12,204"
23/01/2016,electricity,refund,"45,701","123,305"
24/01/2016,electricity,refund,"16,006","95,194"
25/01/2016,electricity,refund,"46,898","145,022"
26/01/2016,electricity,refund,"25,456","168,007"
27/01/2016,electricity,refund,"1,286","11,393"
28/01/2016,electricity,refund,"9,338","44,824"
29/01/2016,electricity,refund,"55,883","169,504"
30/01/2016,electricity,refund,"2,316","19,908"
31/01/2016,electricity,refund,"30,136","284,746"
01/02/2016,electricity,refund,"5,881","13,225"
02/02/2016,electricity,refund,"28,003","152,593"
03/02/2016,electricity,refund,"34,778","131,373"
04/02/2016,electricity,refund,"14,370","57,492"
05/02/2016,electricity,refund,"31,895","201,286"
06/02/2016,electricity,refund,"64,868","491,848"
07/02/2016,electricity,refund,"55,021","315,936"
08/02/2016,electricity,refund,"45,603","175,790"
09/02/2016,electricity,refund,"3,659","33,373"
10/02/2016,electricity,refund,"9,283","80,661"
11/02/2016,electricity,refund,"58,179","469,574"
12/02/2016,electricity,refund,"40,240","95,497"
13/02/2016,electricity,refund,"29,736","144,808"
14/02/2016,electricity,refund,"42,652","369,242"
15/02/2016,electricity,refund,"60,389","382,993"
16/02/2016,electricity,refund,"11,428","99,342"
17/02/2016,electricity,refund,"44,778","191,331"
18/02/2016,electricity,refund,"44,429","357,271"
19/02/2016,electricity,refund,"36,519","274,129"
20/02/2016,electricity,refund,"8,939","17,948"
24/02/2016,electricity,refund,"62,840","277,312"
25/02/2016,electricity,refund,"25,170","201,337"
26/02/2016,electricity,refund,"26,504","56,140"
27/02/2016,electricity,refund,"41,890","372,653"
28/02/2016,electricity,refund,"44,369","139,482"
29/02/2016,electricity,refund,"52,611","432,767"
01/03/2016,electricity,refund,"12,544","104,638"
02/03/2016,electricity,refund,"47,748","475,245"
03/03/2016,electricity,refund,"68,983","399,584"
04/03/2016,electricity,refund,"27,092","78,225"
05/03/2016,electricity,refund,"19,803","46,820"
06/03/2016,electricity,refund,"54,244","217,903"
07/03/2016,electricity,refund,"56,598","381,176"
08/03/2016,electricity,refund,"9,344","24,934"
09/03/2016,electricity,refund,"30,975","117,255"
10/03/2016,electricity,refund,"48,811","122,442"
11/03/2016,electricity,refund,"51,737","179,646"
12/03/2016,electricity,refund,402,"2,188"
13/03/2016,electricity,refund,"19,834","54,485"
14/03/2016,electricity,refund,"32,557","290,851"
15/03/2016,electricity,refund,"10,823","88,495"
16/03/2016,electricity,refund,"69,283","465,436"
17/03/2016,electricity,refund,"40,967","246,445"
18/03/2016,electricity,refund,"3,180","23,359"
19/03/2016,electricity,refund,"18,823","173,574"
20/03/2016,electricity,refund,"30,159","236,262"
21/03/2016,electricity,refund,"52,106","517,172"
22/03/2016,electricity,refund,"53,090","349,093"
23/03/2016,electricity,refund,947,"6,681"
24/03/2016,electricity,refund,"45,984","420,371"
25/03/2016,electricity,refund,"41,786","126,624"
26/03/2016,electricity,refund,"5,749","47,663"
27/03/2016,electricity,refund,"56,048","270,913"
28/03/2016,electricity,refund,"61,244","405,796"
29/03/2016,electricity,refund,"8,746","74,485"
30/03/2016,electricity,refund,"34,283","84,356"
31/03/2016,electricity,refund,"52,135","340,827"
01/04/2016,electricity,refund,854,"3,576"
09/01/2016,electricity postpaid,refund,"30,183","312,203"
11/01/2016,electricity postpaid,refund,"42,914","700,523"
13/01/2016,electricity postpaid,refund,"29,650","227,999"
19/01/2016,electricity postpaid,refund,"7,189","103,625"
29/01/2016,electricity postpaid,refund,"54,012","773,748"
01/02/2016,electricity postpaid,refund,"31,858","247,361"
03/02/2016,electricity postpaid,refund,"56,324","944,959"
04/02/2016,electricity postpaid,refund,"1,521","25,823"
05/02/2016,electricity postpaid,refund,"25,302","355,151"
09/02/2016,electricity postpaid,refund,"42,222","275,283"
10/02/2016,electricity postpaid,refund,"37,197","297,639"
11/02/2016,electricity postpaid,refund,"59,820","421,455"
12/02/2016,electricity postpaid,refund,"9,494","158,836"
14/02/2016,electricity postpaid,refund,"27,224","499,712"
15/02/2016,electricity postpaid,refund,"25,541","317,142"
16/02/2016,electricity postpaid,refund,"66,927","648,013"
17/02/2016,electricity postpaid,refund,"44,566","340,297"
18/02/2016,electricity postpaid,refund,"50,862","470,585"
19/02/2016,electricity postpaid,refund,"15,005","113,920"
25/02/2016,electricity postpaid,refund,"56,084","891,752"
26/02/2016,electricity postpaid,refund,"50,878","454,228"
29/02/2016,electricity postpaid,refund,"64,699","1,191,263"
02/03/2016,electricity postpaid,refund,"59,611","888,048"
03/03/2016,electricity postpaid,refund,"4,175","61,866"
04/03/2016,electricity postpaid,refund,"61,410","966,458"
05/03/2016,electricity postpaid,refund,"7,415","56,716"
07/03/2016,electricity postpaid,refund,"7,158","58,457"
08/03/2016,electricity postpaid,refund,"65,481","1,186,489"
10/03/2016,electricity postpaid,refund,"26,242","502,240"
11/03/2016,electricity postpaid,refund,691,"12,458"
14/03/2016,electricity postpaid,refund,"2,303","34,864"
15/03/2016,electricity postpaid,refund,"49,440","600,631"
16/03/2016,electricity postpaid,refund,"63,257","986,423"
17/03/2016,electricity postpaid,refund,"58,551","984,564"
18/03/2016,electricity postpaid,refund,"29,048","227,103"
19/03/2016,electricity postpaid,refund,"39,592","615,279"
21/03/2016,electricity postpaid,refund,"42,711","391,369"
22/03/2016,electricity postpaid,refund,"35,309","283,368"
23/03/2016,electricity postpaid,refund,"37,262","675,914"
24/03/2016,electricity postpaid,refund,"23,227","236,086"
26/03/2016,electricity postpaid,refund,"65,652","676,156"
28/03/2016,electricity postpaid,refund,"10,229","126,115"
29/03/2016,electricity postpaid,refund,"15,635","305,118"
30/03/2016,electricity postpaid,refund,"22,224","365,115"
31/03/2016,electricity postpaid,refund,"16,409","292,496"
01/04/2016,electricity postpaid,refund,"64,715","937,856"
01/01/2016,electricity postpaid,refund,"63,033","413,754"
03/01/2016,electricity postpaid,refund,"47,033","757,588"
06/01/2016,electricity postpaid,refund,"25,959","511,488"
09/01/2016,electricity postpaid,refund,"19,920","242,798"
11/01/2016,electricity postpaid,refund,"12,188","115,656"
12/01/2016,electricity postpaid,refund,"56,496","809,034"
16/01/2016,electricity postpaid,refund,"27,615","412,120"
18/01/2016,electricity postpaid,refund,"39,535","542,649"
23/01/2016,electricity postpaid,refund,"43,419","314,509"
25/01/2016,electricity postpaid,refund,"6,730","61,535"
27/01/2016,electricity postpaid,refund,"37,472","405,847"
30/01/2016,mobile,refund,"34,554","280,284"
31/01/2016,mobile,refund,"12,852","60,526"
01/02/2016,mobile,refund,"62,536","221,727"
02/02/2016,mobile,refund,"50,960","210,984"
05/02/2016,mobile,refund,"32,583","247,731"
06/02/2016,mobile,refund,"47,361","131,199"
09/02/2016,mobile,refund,"4,855","23,255"
11/02/2016,mobile,refund,"12,432","40,113"
12/02/2016,mobile,refund,"45,720","211,331"
14/02/2016,mobile,refund,"59,740","162,570"
19/02/2016,mobile,refund,"46,950","392,816"
21/02/2016,mobile,refund,"27,697","156,236"
22/02/2016,mobile,refund,"66,469","536,371"
23/02/2016,mobile,refund,"39,854","189,740"
24/02/2016,mobile,refund,"1,993","4,271"
26/02/2016,mobile,refund,"39,713","381,264"
27/02/2016,mobile,refund,"31,633","297,097"
28/02/2016,mobile,refund,"42,889","359,058"
29/02/2016,mobile,refund,"42,872","300,948"
01/03/2016,mobile,refund,"4,705","20,225"
02/03/2016,mobile,refund,"49,137","110,907"
04/03/2016,mobile,refund,"62,842","471,541"
06/03/2016,mobile,refund,"14,533","69,650"
08/03/2016,mobile,refund,"30,737","51,453"
09/03/2016,mobile,refund,"12,631","119,960"
10/03/2016,mobile,refund,"58,748","242,887"
11/03/2016,mobile,refund,"36,742","192,799"
12/03/2016,mobile,refund,"12,449","31,661"
14/03/2016,mobile,refund,"42,895","330,943"
15/03/2016,mobile,refund,"62,713","510,929"
16/03/2016,mobile,refund,"13,880","59,203"
17/03/2016,mobile,refund,"14,348","27,589"
18/03/2016,mobile,refund,"34,565","148,045"
19/03/2016,mobile,refund,"32,643","67,078"
20/03/2016,mobile,refund,"15,534","77,500"
21/03/2016,mobile,refund,"1,471","2,840"
22/03/2016,mobile,refund,"60,115","316,673"
23/03/2016,mobile,refund,"38,321","375,220"
24/03/2016,mobile,refund,"19,505","98,625"
25/03/2016,mobile,refund,"9,182","14,450"
26/03/2016,mobile,refund,"51,924","496,824"
28/03/2016,mobile,refund,"57,792","319,792"
29/03/2016,mobile,refund,"5,641","45,561"
30/03/2016,mobile,refund,"34,563","101,784"
31/03/2016,mobile,refund,"66,111","248,240"
01/04/2016,mobile,refund,"11,143","43,043"
01/01/2016,mobile,refund,"55,852","468,950"
02/01/2016,mobile,refund,"29,362","262,534"
03/01/2016,mobile,refund,"49,989","213,083"
04/01/2016,mobile,refund,"51,333","435,447"
05/01/2016,mobile,refund,"62,150","575,999"
06/01/2016,mobile,refund,"39,339","372,540"
07/01/2016,mobile,refund,"47,299","269,424"
08/01/2016,mobile,refund,"36,537","98,584"
09/01/2016,mobile,refund,"10,548","71,945"
10/01/2016,mobile,refund,"26,933","49,941"
11/01/2016,mobile,refund,"62,888","162,068"
12/01/2016,mobile,refund,"4,975","24,554"
13/01/2016,mobile,refund,"44,722","322,087"
14/01/2016,mobile,refund,"53,247","275,909"
15/01/2016,mobile,refund,"20,230","58,149"
16/01/2016,mobile,refund,"2,686","19,408"
17/01/2016,mobile,refund,"8,804","56,724"
18/01/2016,mobile,refund,"11,916","38,320"
19/01/2016,mobile,refund,"41,905","152,333"
20/01/2016,mobile,refund,"25,643","251,293"
21/01/2016,mobile,refund,"13,697","61,558"
22/01/2016,mobile,refund,"20,787","149,541"
23/01/2016,mobile,refund,"14,593","79,629"
24/01/2016,mobile,refund,"31,129","287,890"
25/01/2016,mobile,refund,"46,618","114,335"
26/01/2016,mobile,refund,"48,408","380,520"
27/01/2016,mobile,refund,"35,810","211,798"
28/01/2016,mobile,refund,"8,917","76,504"
29/01/2016,mobile,refund,"67,775","291,696"
30/01/2016,mobile,refund,"39,964","277,693"
31/01/2016,mobile,refund,"10,767","90,411"
01/02/2016,mobile,refund,597,"1,472"
02/02/2016,mobile,refund,"22,615","124,240"
03/02/2016,mobile,refund,"52,644","500,191"
04/02/2016,mobile,refund,"42,629","173,815"
05/02/2016,mobile,refund,"65,386","164,491"
06/02/2016,mobile,refund,"1,940","8,418"
07/02/2016,mobile,refund,"12,768","127,017"
08/02/2016,mobile,refund,"39,982","199,514"
09/02/2016,mobile,refund,"22,942","91,811"
10/02/2016,mobile,refund,"65,975","408,774"
11/02/2016,mobile,refund,"36,331","170,079"
12/02/2016,mobile,refund,"29,640","203,692"
13/02/2016,mobile,refund,"37,916","121,755"
14/02/2016,mobile,refund,"21,677","181,896"
15/02/2016,mobile,refund,"51,640","287,252"
16/02/2016,mobile postpaid,refund,"42,732","301,034"
17/02/2016,mobile postpaid,refund,"7,928","140,917"
19/02/2016,mobile postpaid,refund,"25,577","358,507"
21/02/2016,mobile postpaid,refund,"56,248","500,849"
22/02/2016,mobile postpaid,refund,"5,921","108,392"
24/02/2016,mobile postpaid,refund,"34,843","636,916"
25/02/2016,mobile postpaid,refund,"57,514","900,830"
26/02/2016,mobile postpaid,refund,"1,808","16,185"
27/02/2016,mobile postpaid,refund,"8,446","147,058"
28/02/2016,mobile postpaid,refund,"40,673","447,952"
29/02/2016,mobile postpaid,refund,"12,556","121,289"
01/03/2016,mobile postpaid,refund,"58,495","575,965"
03/03/2016,mobile postpaid,refund,"49,324","688,671"
04/03/2016,mobile postpaid,refund,"2,137","35,918"
05/03/2016,mobile postpaid,refund,791,"8,757"
06/03/2016,mobile postpaid,refund,"26,363","338,830"
07/03/2016,mobile postpaid,refund,"27,072","539,756"
08/03/2016,mobile postpaid,refund,"23,478","153,494"
09/03/2016,mobile postpaid,refund,"56,500","687,689"
12/03/2016,mobile postpaid,refund,"33,219","655,464"
13/03/2016,mobile postpaid,refund,"67,220","721,452"
14/03/2016,mobile postpaid,refund,"14,574","209,284"
15/03/2016,mobile postpaid,refund,"49,486","509,799"
16/03/2016,mobile postpaid,refund,"19,028","308,008"
17/03/2016,mobile postpaid,refund,"40,665","597,173"
18/03/2016,mobile postpaid,refund,"60,870","674,975"
19/03/2016,mobile postpaid,refund,"32,595","349,965"
20/03/2016,mobile postpaid,refund,"3,294","30,743"
21/03/2016,mobile postpaid,refund,"67,762","1,105,984"
22/03/2016,mobile postpaid,refund,"43,869","378,685"
23/03/2016,mobile postpaid,refund,"20,439","217,753"
24/03/2016,mobile postpaid,refund,"36,490","299,531"
25/03/2016,mobile postpaid,refund,"10,486","96,933"
26/03/2016,mobile postpaid,refund,"4,581","43,197"
27/03/2016,mobile postpaid,refund,"54,649","703,392"
28/03/2016,mobile postpaid,refund,"17,821","355,477"
29/03/2016,mobile postpaid,refund,"56,114","723,803"
30/03/2016,mobile postpaid,refund,"8,920","69,987"
31/03/2016,mobile postpaid,refund,"1,396","10,389"
01/04/2016,mobile postpaid,refund,"40,143","783,731"
01/01/2016,mobile postpaid,refund,"42,752","401,214"
02/01/2016,mobile postpaid,refund,"22,257","266,467"
03/01/2016,mobile postpaid,refund,"6,624","92,681"
04/01/2016,mobile postpaid,refund,"58,859","1,092,034"
05/01/2016,mobile postpaid,refund,"17,419","147,974"
06/01/2016,mobile postpaid,refund,"20,966","215,203"
07/01/2016,mobile postpaid,refund,"44,365","413,304"
08/01/2016,mobile postpaid,refund,"54,275","645,921"
09/01/2016,mobile postpaid,refund,"33,682","499,200"
10/01/2016,mobile postpaid,refund,"11,697","139,360"
11/01/2016,mobile postpaid,refund,"52,416","382,096"
12/01/2016,mobile postpaid,refund,"67,270","1,067,917"
13/01/2016,mobile postpaid,refund,"45,835","366,629"
14/01/2016,mobile postpaid,refund,"54,025","745,285"
15/01/2016,mobile postpaid,refund,"48,863","511,883"
16/01/2016,mobile postpaid,refund,"45,410","387,928"
17/01/2016,mobile postpaid,refund,"21,773","185,928"
18/01/2016,mobile postpaid,refund,"39,361","640,096"
19/01/2016,mobile postpaid,refund,"61,595","805,132"
20/01/2016,mobile postpaid,refund,"31,059","471,444"
21/01/2016,mobile postpaid,refund,"66,551","575,486"
22/01/2016,mobile postpaid,refund,"38,242","477,852"
23/01/2016,mobile postpaid,refund,"21,219","326,781"
24/01/2016,mobile postpaid,refund,"34,914","492,043"
25/01/2016,mobile postpaid,refund,"3,040","38,050"
26/01/2016,mobile postpaid,refund,"9,900","79,087"
27/01/2016,mobile postpaid,refund,"35,798","558,957"
28/01/2016,mobile postpaid,refund,"27,158","299,577"
29/01/2016,mobile postpaid,refund,"15,005","101,616"
30/01/2016,mobile postpaid,refund,"61,492","471,047"
31/01/2016,mobile postpaid,refund,"3,766","47,308"
01/02/2016,mobile postpaid,refund,"64,537","1,260,956"
02/02/2016,mobile postpaid,refund,"12,226","195,974"
03/02/2016,mobile postpaid,refund,"10,561","110,288"
04/02/2016,mobile postpaid,refund,"68,433","647,177"
05/02/2016,mobile postpaid,refund,"55,033","968,663"
06/02/2016,mobile postpaid,refund,"25,190","489,738"
07/02/2016,mobile postpaid,refund,"32,067","338,547"
08/02/2016,mobile postpaid,refund,"35,048","455,291"
09/02/2016,mobile postpaid,refund,"2,060","25,820"
10/02/2016,mobile postpaid,refund,"30,599","554,799"
11/02/2016,mobile postpaid,refund,"62,132","622,469"
12/02/2016,mobile postpaid,refund,"67,619","637,031"
13/02/2016,mobile postpaid,refund,"7,999","119,871"
14/02/2016,mobile postpaid,refund,"56,473","367,673"
15/02/2016,mobile postpaid,refund,"62,568","1,078,916"
16/02/2016,multifinance,refund,"29,808","376,236"
17/02/2016,multifinance,refund,"31,577","272,335"
18/02/2016,multifinance,refund,"68,399","1,656,042"
19/02/2016,multifinance,refund,"55,363","954,590"
20/02/2016,multifinance,refund,"49,722","429,518"
21/02/2016,multifinance,refund,"5,598","88,491"
22/02/2016,multifinance,refund,"15,611","253,730"
23/02/2016,multifinance,refund,"52,974","968,852"
24/02/2016,multifinance,refund,"44,868","664,580"
25/02/2016,multifinance,refund,"30,798","420,284"
26/02/2016,multifinance,refund,"17,555","339,206"
27/02/2016,multifinance,refund,"39,368","919,581"
28/02/2016,multifinance,refund,"8,575","140,203"
29/02/2016,multifinance,refund,"68,076","934,880"
01/03/2016,multifinance,refund,"48,356","1,073,391"
02/03/2016,multifinance,refund,"47,961","1,179,125"
03/03/2016,multifinance,refund,"14,768","313,830"
04/03/2016,multifinance,refund,"44,728","762,187"
05/03/2016,multifinance,refund,"7,673","169,814"
06/03/2016,multifinance,refund,"66,121","1,583,789"
07/03/2016,multifinance,refund,"62,749","738,743"
08/03/2016,multifinance,refund,"21,232","331,140"
09/03/2016,multifinance,refund,"62,592","633,349"
10/03/2016,multifinance,refund,"21,403","196,843"
11/03/2016,multifinance,refund,"18,205","436,790"
12/03/2016,multifinance,refund,"23,120","479,039"
13/03/2016,multifinance,refund,"56,040","1,092,746"
14/03/2016,multifinance,refund,"2,530","29,220"
15/03/2016,multifinance,refund,"60,951","774,967"
16/03/2016,multifinance,refund,"47,498","682,655"
17/03/2016,multifinance,refund,"12,153","187,078"
18/03/2016,multifinance,refund,"68,221","797,633"
19/03/2016,multifinance,refund,"54,137","921,698"
20/03/2016,multifinance,refund,"16,180","136,751"
21/03/2016,multifinance,refund,"59,587","1,133,612"
22/03/2016,multifinance,refund,"19,007","319,520"
23/03/2016,multifinance,refund,"12,821","208,300"
24/03/2016,multifinance,refund,"6,887","127,497"
25/03/2016,multifinance,refund,"38,272","392,735"
26/03/2016,multifinance,refund,"41,468","944,931"
27/03/2016,multifinance,refund,"3,667","34,869"
28/03/2016,multifinance,refund,"10,790","90,652"
29/03/2016,multifinance,refund,"4,413","82,720"
30/03/2016,multifinance,refund,"31,300","745,127"
31/03/2016,multifinance,refund,274,"3,319"
01/04/2016,multifinance,refund,"8,373","193,943"
01/01/2016,pdam,refund,"3,056","50,171"
02/01/2016,pdam,refund,"69,732","805,788"
03/01/2016,pdam,refund,"51,384","552,306"
04/01/2016,pdam,refund,"6,824","64,454"
05/01/2016,pdam,refund,"6,017","102,454"
06/01/2016,pdam,refund,"29,335","465,883"
07/01/2016,pdam,refund,"61,779","862,922"
08/01/2016,pdam,refund,"40,409","273,669"
09/01/2016,pdam,refund,"66,605","939,570"
10/01/2016,pdam,refund,"47,895","510,258"
11/01/2016,pdam,refund,"37,565","590,544"
12/01/2016,pdam,refund,"40,718","609,104"
13/01/2016,pdam,refund,"20,826","142,937"
14/01/2016,pdam,refund,"24,781","318,175"
15/01/2016,pdam,refund,"69,531","858,381"
16/01/2016,pdam,refund,"56,279","983,678"
17/01/2016,pdam,refund,"57,413","1,111,268"
18/01/2016,pdam,refund,"61,249","519,146"
19/01/2016,pdam,refund,"9,667","86,864"
20/01/2016,pdam,refund,"21,002","146,344"
21/01/2016,pdam,refund,"67,015","891,842"
22/01/2016,pdam,refund,"46,282","702,620"
23/01/2016,pdam,refund,"56,920","815,407"
24/01/2016,pdam,refund,"37,756","317,222"
25/01/2016,pdam,refund,"22,569","271,380"
26/01/2016,pdam,refund,"10,976","165,437"
27/01/2016,pdam,refund,"59,551","833,142"
28/01/2016,pdam,refund,"27,807","409,221"
29/01/2016,pdam,refund,"60,312","598,331"
30/01/2016,pdam,refund,"68,917","692,553"
31/01/2016,pdam,refund,"1,396","27,310"
01/02/2016,pdam,refund,"67,960","868,800"
02/02/2016,pdam,refund,"22,346","241,857"
03/02/2016,pdam,refund,"16,061","231,259"
04/02/2016,pdam,refund,99,"1,511"
05/02/2016,pdam,refund,"66,177","914,321"
06/02/2016,pdam,refund,"67,769","1,332,081"
07/02/2016,pdam,refund,"61,868","583,353"
08/02/2016,pdam,refund,"45,041","590,519"
09/02/2016,pdam,refund,"41,853","583,761"
10/02/2016,pdam,refund,"50,902","914,607"
11/02/2016,pdam,refund,"34,613","425,383"
12/02/2016,pdam,refund,"12,260","98,488"
13/02/2016,pdam,refund,"30,198","510,285"
14/02/2016,pdam,refund,"50,202","1,001,816"
15/02/2016,pdam,refund,"5,852","63,591"
16/02/2016,pdam,refund,"52,979","937,924"
17/02/2016,pdam,refund,"60,147","1,007,414"
18/02/2016,pdam,refund,"2,440","39,491"
19/02/2016,pdam,refund,"34,695","678,772"
20/02/2016,pdam,refund,"51,554","873,247"
21/02/2016,pdam,refund,"22,593","350,198"
22/02/2016,pdam,refund,"1,287","8,533"
23/02/2016,pdam,refund,"29,314","394,727"
24/02/2016,pdam,refund,"16,865","245,522"
25/02/2016,pdam,refund,"50,208","409,456"
26/02/2016,pdam,refund,"39,613","492,124"
27/02/2016,pdam,refund,"32,518","399,421"
28/02/2016,pdam,refund,"19,961","302,560"
29/02/2016,pdam,refund,"2,057","31,265"
01/03/2016,pdam,refund,"8,930","150,333"
02/03/2016,pdam,refund,"59,988","1,087,804"
03/03/2016,pdam,refund,"28,598","276,842"
04/03/2016,pdam,refund,"44,658","754,362"
05/03/2016,pdam,refund,"58,682","1,056,628"
06/03/2016,pdam,refund,"33,281","301,955"
07/03/2016,pdam,refund,"66,993","1,049,137"
08/03/2016,pdam,refund,"57,819","1,032,098"
09/03/2016,pdam,refund,"62,046","576,860"
10/03/2016,pdam,refund,"15,707","187,291"
11/03/2016,pdam,refund,"36,683","480,048"
12/03/2016,pdam,refund,"46,227","599,333"
13/03/2016,pdam,refund,"43,029","293,793"
14/03/2016,pdam,refund,"67,397","1,164,957"
15/03/2016,pdam,refund,"51,302","823,730"
16/03/2016,pdam,refund,"38,739","413,906"
17/03/2016,pdam,refund,"3,268","53,455"
18/03/2016,pdam,refund,"36,067","259,033"
19/03/2016,pdam,refund,"35,111","427,975"
20/03/2016,pdam,refund,"34,683","424,665"
21/03/2016,pdam,refund,"34,526","624,347"
22/03/2016,pdam,refund,"42,412","345,789"
23/03/2016,pdam,refund,"11,271","92,316"
24/03/2016,pdam,refund,"11,395","135,537"
25/03/2016,pdam,refund,"45,616","625,947"
26/03/2016,pdam,refund,"64,036","454,156"
27/03/2016,pdam,refund,"22,324","234,361"
28/03/2016,pdam,refund,"59,221","720,654"
29/03/2016,pdam,refund,"9,565","190,158"
30/03/2016,pdam,refund,"58,314","989,827"
31/03/2016,pdam,refund,"11,024","116,538"
01/04/2016,pdam,refund,"29,512","286,171"
01/01/2016,transfer,refund,"48,961","36,774,053"
02/01/2016,transfer,refund,"63,884","53,409,847"
03/01/2016,transfer,refund,"65,163","12,656,440"
04/01/2016,transfer,refund,"27,295","12,951,706"
05/01/2016,transfer,refund,"34,022","17,604,881"
06/01/2016,transfer,refund,"31,656","17,402,819"
07/01/2016,transfer,refund,"55,482","45,126,179"
08/01/2016,transfer,refund,"24,272","12,013,797"
09/01/2016,transfer,refund,"39,022","23,189,537"
10/01/2016,transfer,refund,"9,566","2,289,030"
11/01/2016,transfer,refund,"50,322","43,510,207"
12/01/2016,transfer,refund,"8,160","6,691,579"
13/01/2016,transfer,refund,"39,092","36,221,036"
14/01/2016,transfer,refund,"11,068","10,689,353"
15/01/2016,transfer,refund,"15,666","12,103,703"
16/01/2016,transfer,refund,"12,631","3,998,547"
17/01/2016,transfer,refund,"59,760","17,727,517"
18/01/2016,transfer,refund,"55,007","33,780,414"
19/01/2016,transfer,refund,"53,153","38,992,870"
20/01/2016,transfer,refund,"67,153","41,223,648"
21/01/2016,transfer,refund,"47,210","41,837,563"
22/01/2016,transfer,refund,"64,614","20,418,760"
23/01/2016,transfer,refund,"12,916","741,139"
24/01/2016,transfer,refund,"68,359","13,999,622"
25/01/2016,transfer,refund,"57,138","26,475,029"
26/01/2016,transfer,refund,"55,461","49,841,541"
27/01/2016,transfer,refund,"31,440","27,165,012"
28/01/2016,transfer,refund,"64,073","43,101,868"
29/01/2016,transfer,refund,"15,018","11,468,482"
30/01/2016,transfer,refund,"36,683","26,226,892"
31/01/2016,transfer,refund,"48,386","12,005,732"
01/02/2016,transfer,refund,"7,959","3,589,098"
02/02/2016,transfer,refund,"19,820","8,002,850"
03/02/2016,transfer,refund,"6,219","980,476"
04/02/2016,transfer,refund,"18,959","14,795,343"
05/02/2016,transfer,refund,"6,455","4,200,608"
06/02/2016,transfer,refund,"17,599","8,881,949"
07/02/2016,transfer,refund,"49,614","24,634,819"
08/02/2016,transfer,refund,"61,372","48,299,107"
09/02/2016,transfer,refund,"20,959","2,909,620"
10/02/2016,transfer,refund,"59,931","14,770,282"
11/02/2016,transfer,refund,"42,902","42,618,100"
12/02/2016,transfer,refund,"51,384","14,405,273"
13/02/2016,transfer,refund,"26,280","10,951,430"
14/02/2016,transfer,refund,"45,928","25,750,212"
15/02/2016,transfer,refund,"53,024","2,520,458"
16/02/2016,transfer,refund,"7,744","1,789,674"
17/02/2016,transfer,refund,"62,002","21,679,272"
18/02/2016,transfer,refund,"64,509","15,952,017"
19/02/2016,transfer,refund,"64,830","12,396,675"
20/02/2016,transfer,refund,"54,461","17,432,394"
21/02/2016,transfer,refund,"46,003","15,812,118"
22/02/2016,transfer,refund,"36,781","23,252,400"
23/02/2016,transfer,refund,"30,915","5,629,667"
24/02/2016,transfer,refund,"57,173","49,775,168"
25/02/2016,transfer,refund,"39,123","37,049,214"
26/02/2016,transfer,refund,"35,595","19,159,528"
27/02/2016,transfer,refund,"40,370","2,744,283"
28/02/2016,transfer,refund,"11,882","11,241,601"
29/02/2016,transfer,refund,"57,165","5,245,506"
01/03/2016,transfer,refund,"1,971","1,119,211"
02/03/2016,transfer,refund,"44,434","20,302,494"
03/03/2016,transfer,refund,"45,478","11,620,433"
04/03/2016,transfer,refund,"50,454","17,267,472"
05/03/2016,transfer,refund,"14,686","13,606,802"
06/03/2016,transfer,refund,"40,897","21,047,215"
07/03/2016,transfer,refund,"47,863","14,779,931"
